seq	time	q0	q1	q2	q3	q4	q5	Dq0	Dq1	Dq2	Dq3	Dq4	Dq5	eff0	eff1	eff2	eff3	eff4	eff5	
124	1580406961.478775866	0.0024886	-0.928822	2.13524	-2.77703	-1.56957	-2.6232	0	0	-0	0	0	0	-17.3577	-4.51219	-2.02883	-3.03535	-0.929078	1.02924	
125	1580406961.486740599	0.0024886	-0.928834	2.13523	-2.77703	-1.56958	-2.6232	0	0	-0	0	0	0	-17.2896	-3.84466	-2.12949	-3.41652	-0.929089	1.10643	
126	1580406961.494712285	0.00247662	-0.928798	2.13523	-2.77704	-1.56957	-2.62318	0	0	-0	0	0	0	-17.0174	-4.14898	-1.92861	-2.98771	-0.904334	1.15788	
127	1580406961.502690539	0.00245265	-0.928846	2.13527	-2.777	-1.56958	-2.62321	0	0	-0	0	0	0	-16.5409	-4.20681	-2.00339	-3.10677	-0.929091	1.05496	
128	1580406961.510820129	0.00247662	-0.928846	2.13525	-2.77704	-1.56956	-2.62323	0	0	-0	0	0	0	-16.9493	-4.45053	-2.07917	-3.15448	-0.953811	1.10643	
129	1580406961.518702285	0.00245265	-0.928834	2.13523	-2.77702	-1.56958	-2.62319	0	0	-0	0	0	0	-16.677	-4.14814	-1.97977	-3.17829	-0.953828	1.28652	
130	1580406961.526770565	0.00247662	-0.92881	2.13521	-2.77702	-1.56955	-2.62324	0	0	-0	0	0	0	-17.3577	-4.63469	-1.97933	-3.01152	-0.953801	1.0807	
131	1580406961.534713045	0.00250058	-0.928846	2.13524	-2.777	-1.56958	-2.62324	0	0	-0	0	0	0	-17.1535	-4.32952	-2.17936	-3.03534	-1.00332	0.952055	
132	1580406961.542702693	0.00250058	-0.928822	2.13523	-2.77704	-1.56958	-2.62321	0	0	-0	0	0	0	-17.4939	-4.14843	-2.12908	-3.01156	-0.879609	1.20934	
133	1580406961.550711562	0.00251257	-0.928822	2.13525	-2.77702	-1.56956	-2.6232	0	0	-0	0	0	0	-17.1535	-4.08685	-2.02838	-3.03532	-0.953808	1.15787	
134	1580406961.558734774	0.00251257	-0.928834	2.13525	-2.777	-1.56958	-2.62319	0	0	-0	0	0	0	-16.7451	-4.20796	-1.9789	-3.10679	-0.879606	1.15787	
135	1580406961.566721036	0.0024886	-0.928858	2.13525	-2.77702	-1.56957	-2.62323	0	0	-0	0	0	0	-16.677	-3.90394	-1.97977	-3.03536	-0.953822	1.05497	
136	1580406961.574734388	0.0024886	-0.928798	2.13525	-2.77704	-1.56955	-2.62323	0	0	-0	0	0	0	-17.2216	-4.08741	-1.95269	-3.03532	-0.953799	1.00351	
137	1580406961.582761004	0.00245265	-0.92881	2.13529	-2.77702	-1.56956	-2.62319	0	0	-0	0	0	0	-16.9493	-3.72161	-2.00169	-3.01145	-0.879584	1.0035	
138	1580406961.590764291	0.00250058	-0.928834	2.13527	-2.777	-1.56958	-2.62323	0	0	-0	0	0	0	-17.3577	-4.81407	-1.8283	-3.05911	-1.02806	1.18359	
139	1580406961.598721656	0.00247662	-0.928798	2.13527	-2.77704	-1.56956	-2.62323	0	0	-0	0	0	0	-17.4258	-3.96513	-1.82705	-3.24968	-0.92907	1.10641	
140	1580406961.606773210	0.00246463	-0.928834	2.13525	-2.77702	-1.56958	-2.62321	0	0	-0	0	0	0	-16.4728	-4.26867	-2.05376	-3.08298	-1.07754	1.00351	
141	1580406961.614736496	0.00247662	-0.928834	2.13525	-2.77702	-1.56961	-2.6232	0	0	-0	0	0	0	-16.3367	-4.02588	-2.05376	-3.03534	-1.00333	1.13214	
142	1580406961.622672559	0.00251257	-0.928822	2.13525	-2.77703	-1.56958	-2.62319	0	0	-0	0	0	0	-17.1535	-3.90477	-1.92859	-3.03534	-1.00331	1.15787	
143	1580406961.630709536	0.0024886	-0.92881	2.13527	-2.77699	-1.56962	-2.62321	0	0	-0	0	0	0	-17.0174	-3.84341	-2.00209	-3.08289	-0.929124	1.18358	
144	1580406961.638709316	0.00250058	-0.928846	2.13525	-2.77702	-1.56958	-2.62324	0	0	-0	0	0	0	-17.0174	-4.4505	-1.80467	-3.03534	-1.0528	1.10642	
